h1_prev_class_count,h1_previous_any,h1_reregistration_yes,h1_experience_score,h2_major_data_flag,h2_desired_job_data_cnt,h2_desired_cert_cnt,h2_acquired_cert_cnt,h2_alignment_score,h3_time_input,h3_time_high,h3_project_team,h3_hope_offline,h3_hope_online,h3_hope_individual,h3_engagement_score,h4_text_len_reason,h4_text_len_company,h4_text_len_total,h4_choice_breadth,h4_response_complexity_score,h4_complexity_high,h5_goal_item_cnt,h5_inflow_referral,h5_inflow_organic
0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,28.0,16.0,44.0,9.0,12.80666248977032,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,48.0,5.0,53.0,8.0,11.988984046564275,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,57.0,4.0,61.0,13.0,17.127134385045093,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,3.0,28.0,6.0,9.367295829986475,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,3.0,27.0,12.0,15.332204510175204,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,18.0,2.0,20.0,6.0,9.044522437723423,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,5.0,29.0,16.0,19.401197381662154,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,2.0,56.0,10.0,14.04305126783455,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,6.0,46.0,11.0,14.85014760171006,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,32.0,3.0,35.0,11.0,14.583518938456109,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,5.0,45.0,12.0,15.828641396489095,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,4.0,45.0,8.0,11.828641396489095,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,13.0,14.09861228866811,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,16.0,3.0,19.0,8.0,10.99573227355399,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,25.0,50.0,11.0,14.931825632724326,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.5,0.0,1.0,0.0,1.0,0.0,1.0,33.0,7.0,40.0,15.0,18.71357206670431,1.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,15.0,18.0,33.0,13.0,16.526360524616162,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,8.0,18.0,8.0,10.94443897916644,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,27.0,2.0,29.0,7.0,10.401197381662156,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,4.0,21.0,13.0,16.091042453358316,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,18.0,10.0,12.94443897916644,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,54.0,7.0,61.0,11.0,15.127134385045093,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,17.0,5.0,7.8903717578961645,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,2.0,19.0,9.0,11.99573227355399,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,12.0,26.0,20.0,23.29583686600433,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,22.0,6.0,28.0,7.0,10.367295829986475,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,20.0,49.0,6.0,9.912023005428146,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,2.0,24.0,7.0,10.218875824868201,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,40.0,8.0,48.0,14.0,17.891820298110627,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,18.0,40.0,6.0,9.713572066704309,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,39.0,2.0,41.0,11.0,14.737669618283368,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,16.0,2.0,18.0,8.0,10.94443897916644,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,7.0,35.0,9.0,12.583518938456109,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,15.0,3.0,18.0,7.0,9.94443897916644,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,4.0,30.0,6.0,9.433987204485145,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,11.0,37.0,11.0,14.637586159726386,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,24.0,8.0,11.218875824868201,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,7.0,6.0,8.079441541679836,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,7.0,15.0,7.0,9.772588722239782,0.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0,11.0,37.0,13.0,16.637586159726386,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,15.0,7.0,22.0,5.0,8.13549421592915,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,34.0,6.0,40.0,12.0,15.713572066704309,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,4.0,28.0,10.0,13.367295829986475,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,18.0,19.6094379124341,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,2.0,15.0,11.0,13.772588722239782,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,32.0,5.0,37.0,21.0,24.637586159726386,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,5.0,69.0,8.0,12.248495242049358,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,41.0,5.0,46.0,7.0,10.85014760171006,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,37.0,3.0,40.0,7.0,10.713572066704309,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,32.0,2.0,34.0,7.0,10.555348061489413,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,8.0,32.0,6.0,9.49650756146648,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0,4.0,30.0,5.0,8.433987204485145,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,42.0,2.0,44.0,5.0,8.80666248977032,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,5.0,29.0,11.0,14.401197381662156,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,30.0,25.0,55.0,9.0,13.02535169073515,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,10.0,19.0,8.0,10.99573227355399,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,35.0,53.0,4.0,7.9889840465642745,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,18.0,3.0,21.0,9.0,12.091042453358316,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,5.0,6.7917594692280545,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,3.0,43.0,8.0,11.784189633918261,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,22.0,5.0,8.13549421592915,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,36.0,21.0,57.0,14.0,18.060443010546418,1.0,1.0,0.0,0.0
6.0,1.0,1.0,7.0,0.0,3.0,5.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,5.0,23.0,11.0,14.178053830347945,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,17.0,10.0,12.890371757896165,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,8.0,9.0,11.19722457733622,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,9.0,30.0,7.0,10.433987204485145,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,4.0,34.0,5.0,8.555348061489413,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,13.0,1.0,14.0,22.0,24.70805020110221,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,33.0,54.0,87.0,11.0,15.477336814478207,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,11.0,32.0,5.0,8.49650756146648,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,2.0,42.0,10.0,13.761200115693562,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,8.0,33.0,11.0,14.526360524616162,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,4.0,15.0,7.0,9.772588722239782,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,7.09861228866811,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,4.0,26.0,6.0,9.29583686600433,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,9.0,34.0,12.0,15.555348061489413,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,4.0,27.0,10.0,13.332204510175204,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,19.0,49.0,10.0,13.912023005428146,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,43.0,11.0,54.0,10.0,14.007333185232472,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,26.0,3.0,29.0,6.0,9.401197381662156,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,8.0,21.0,6.0,9.091042453358316,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0,3.0,29.0,9.0,12.401197381662156,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,37.0,4.0,41.0,8.0,11.737669618283368,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,29.0,5.0,34.0,9.0,12.555348061489413,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,51.0,7.0,58.0,6.0,10.077537443905719,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,2.0,21.0,7.0,10.091042453358316,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,73.0,6.0,79.0,14.0,18.38202663467388,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,6.0,24.0,15.0,18.2188758248682,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,4.0,23.0,8.0,11.178053830347945,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,9.0,10.6094379124341,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,54.0,18.0,72.0,6.0,10.290459441148391,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,6.0,5.0,6.9459101490553135,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0,3.0,24.0,9.0,12.218875824868201,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,26.0,5.0,8.29583686600433,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,3.0,19.0,4.0,6.99573227355399,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,3.0,72.0,7.0,11.290459441148391,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,42.0,8.0,50.0,8.0,11.931825632724326,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,2.0,31.0,6.0,9.465735902799727,0.0,2.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,13.0,42.0,14.0,17.761200115693562,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,24.0,11.0,14.218875824868201,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,5.0,8.0,9.791759469228055,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,38.0,2.0,40.0,17.0,20.71357206670431,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,32.0,22.0,54.0,7.0,11.007333185232472,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,36.0,10.0,46.0,18.0,21.85014760171006,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,13.0,2.0,15.0,8.0,10.772588722239782,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,14.0,36.0,10.0,13.610917912644224,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,18.0,6.0,24.0,6.0,9.218875824868201,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,2.0,24.0,10.0,13.218875824868201,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,19.0,36.0,8.0,11.610917912644224,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,4.0,6.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,3.0,12.0,16.0,18.564949357461536,1.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,1.0,2.0,3.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,3.0,20.0,11.0,14.044522437723423,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,25.0,8.0,11.258096538021482,0.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,6.0,15.0,8.0,10.772588722239782,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,10.0,24.0,4.0,7.218875824868201,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,3.0,20.0,5.0,8.044522437723423,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,4.0,20.0,6.0,9.044522437723423,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.5,0.0,1.0,1.0,0.0,0.0,2.0,9.0,14.0,23.0,16.0,19.178053830347945,1.0,1.0,0.0,1.0
6.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,3.0,1.5,0.0,1.0,1.0,0.0,0.0,2.0,14.0,18.0,32.0,10.0,13.49650756146648,0.0,1.0,1.0,0.0
6.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,84.0,5.0,89.0,10.0,14.499809670330265,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,3.0,32.0,8.0,11.49650756146648,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,13.0,7.0,9.639057329615259,0.0,1.0,0.0,1.0
